1400000US04013010102|181408|33492
1400000US04013010103|128446|41524
1400000US04013010104|136418|16871
1400000US04013030401|150645|41911
1400000US04013030402|91250|24800
1400000US04013040502|61543|10603
1400000US04013040506|56567|6219
1400000US04013040507|63398|5995
1400000US04013040512|62422|7930
1400000US04013040513|72222|12550
1400000US04013040514|63438|8793
1400000US04013040515|71250|21025
1400000US04013040516|91273|9789
1400000US04013040522|59277|12790
1400000US04013040523|81250|14564
1400000US04013040524|85341|18266
1400000US04013040525|70625|7274
1400000US04013040526|70089|14752
1400000US04013040527|77206|11494
1400000US04013040528|75113|3918
1400000US04013040529|86105|8571
1400000US04013040530|84596|29000
1400000US04013040531|54368|8535
1400000US04013040532|104840|19098
1400000US04013040533|124000|17118
1400000US04013040534|74741|22721
1400000US04013040535|111000|14941
1400000US04013040536|127702|23613
1400000US04013040537|124995|34778
1400000US04013040538|94504|29095
1400000US04013040539|82487|9395
1400000US04013040540|95534|5267
1400000US04013040541|52044|10481
1400000US04013050603|73333|9656
1400000US04013050604|71583|9582
1400000US04013050609|77541|10350
1400000US04013050611|99014|7257
1400000US04013050612|100413|4569
1400000US04013050613|96989|7223
1400000US04013050614|98448|25678
1400000US04013050615|71274|13907
1400000US04013050616|85091|35928
1400000US04013050617|94141|24392
1400000US04013050618|150486|16800
1400000US04013050619|130197|41655
1400000US04013050620|114378|10267
1400000US04013050621|88023|12318
1400000US04013050701|68868|6587
1400000US04013050702|68798|16447
1400000US04013060801|42700|10285
1400000US04013060802|76307|9926
1400000US04013060901|71250|19770
1400000US04013060902|45250|15987
1400000US04013060903|79226|11946
1400000US04013060904|65238|16245
1400000US04013061010|116607|21031
1400000US04013061011|115549|13804
1400000US04013061013|105268|14741
1400000US04013061014|61657|21182
1400000US04013061015|82929|22541
1400000US04013061017|-666666666|-222222222
1400000US04013061018|74750|10957
1400000US04013061020|129583|22691
1400000US04013061021|131552|16845
1400000US04013061024|98681|12534
1400000US04013061026|92197|22161
1400000US04013061027|90925|20796
1400000US04013061028|69299|6947
1400000US04013061029|82040|10100
1400000US04013061031|114479|23333
1400000US04013061032|102330|21472
1400000US04013061033|73500|17529
1400000US04013061034|98487|29845
1400000US04013061035|81481|20327
1400000US04013061036|148214|13077
1400000US04013061037|121155|11921
1400000US04013061038|89427|14866
1400000US04013061039|129042|4048
1400000US04013061040|84809|8040
1400000US04013061041|76547|20767
1400000US04013061042|66897|7815
1400000US04013061043|77331|9794
1400000US04013061044|105952|16795
1400000US04013061045|120934|19278
1400000US04013061046|57500|9023
1400000US04013061047|133182|10018
1400000US04013061048|104583|36384
1400000US04013061049|94234|22186
1400000US04013061050|96566|14590
1400000US04013061051|115608|54926
1400000US04013061052|84204|8448
1400000US04013061053|58269|14978
1400000US04013061054|101346|16437
1400000US04013061055|133297|11020
1400000US04013061056|143523|21810
1400000US04013061057|76083|20649
1400000US04013061058|94000|21348
1400000US04013061059|107183|28209
1400000US04013061060|81096|12422
1400000US04013061061|107642|28982
1400000US04013061062|100223|16173
1400000US04013061063|41484|22605
1400000US04013061064|97004|15710
1400000US04013061100|59059|7848
1400000US04013061200|46801|9169
1400000US04013061300|64356|7677
1400000US04013061401|46786|11420
1400000US04013061402|62466|14627
1400000US04013071503|48167|6562
1400000US04013071504|56582|10822
1400000US04013071505|55543|10260
1400000US04013071506|56613|7878
1400000US04013071509|87537|16573
1400000US04013071510|135980|14020
1400000US04013071511|72407|24700
1400000US04013071512|87479|9205
1400000US04013071513|100673|36422
1400000US04013071514|92953|13110
1400000US04013071515|75264|10294
1400000US04013071516|58300|20810
1400000US04013071517|100461|13570
1400000US04013071600|43500|4769
1400000US04013071701|76792|5671
1400000US04013071702|42689|6096
1400000US04013071801|42031|8356
1400000US04013071802|42372|9959
1400000US04013071903|77578|10981
1400000US04013071906|62480|12938
1400000US04013071909|55978|7933
1400000US04013071910|55581|5974
1400000US04013071911|70787|18119
1400000US04013071912|51587|18651
1400000US04013071913|49482|8466
1400000US04013071914|66548|11609
1400000US04013071915|67250|11792
1400000US04013082002|81709|30298
1400000US04013082007|60500|9194
1400000US04013082008|75982|13696
1400000US04013082009|67344|8936
1400000US04013082010|78851|11649
1400000US04013082012|76419|5813
1400000US04013082016|85195|14171
1400000US04013082017|77328|16514
1400000US04013082018|76531|3822
1400000US04013082019|106058|20333
1400000US04013082020|107969|19127
1400000US04013082021|109698|14081
1400000US04013082022|58534|8308
1400000US04013082023|94206|6242
1400000US04013082024|63750|21572
1400000US04013082025|99335|18795
1400000US04013082026|97662|8741
1400000US04013082027|83698|29756
1400000US04013082028|61070|6125
1400000US04013082204|90357|12949
1400000US04013082205|85651|4789
1400000US04013082206|90641|10042
1400000US04013082207|98750|22484
1400000US04013082208|70590|6195
1400000US04013082209|49202|9795
1400000US04013082210|76682|17048
1400000US04013082211|108774|14809
1400000US04013082212|94635|15146
1400000US04013082213|106679|31572
1400000US04013083000|47875|9817
1400000US04013092305|62500|25230
1400000US04013092306|74357|9508
1400000US04013092307|64045|26575
1400000US04013092308|60397|8762
1400000US04013092309|96875|9074
1400000US04013092311|30857|4816
1400000US04013092312|48988|4042
1400000US04013092401|45278|8960
1400000US04013092402|40231|10088
1400000US04013092500|46614|8035
1400000US04013092600|45100|12159
1400000US04013092705|61585|2526
1400000US04013092708|65976|7431
1400000US04013092709|80694|30728
1400000US04013092710|105698|16203
1400000US04013092711|76548|14686
1400000US04013092712|75854|15107
1400000US04013092713|74091|25438
1400000US04013092715|71185|3656
1400000US04013092716|72717|20678
1400000US04013092717|49257|13124
1400000US04013092718|53417|17138
1400000US04013092719|70494|9468
1400000US04013092720|75982|8320
1400000US04013092721|135208|12097
1400000US04013092723|78036|7638
1400000US04013092724|56080|8853
1400000US04013092801|55102|6395
1400000US04013092802|43125|14299
1400000US04013092900|38833|11121
1400000US04013093001|46452|11748
1400000US04013093002|65711|28054
1400000US04013093101|47083|12956
1400000US04013093104|46230|7334
1400000US04013093105|43944|16165
1400000US04013093106|43692|12411
1400000US04013093200|52625|5505
1400000US04013103205|110000|14993
1400000US04013103206|144063|20043
1400000US04013103207|168125|23850
1400000US04013103208|70417|11900
1400000US04013103209|120227|26567
1400000US04013103210|70139|10643
1400000US04013103211|117819|13189
1400000US04013103212|114565|22484
1400000US04013103214|130045|34656
1400000US04013103215|136136|21136
1400000US04013103216|102143|34075
1400000US04013103217|100808|33615
1400000US04013103219|99466|19702
1400000US04013103220|99167|26100
1400000US04013103302|80764|27060
1400000US04013103303|82188|18100
1400000US04013103304|48944|6353
1400000US04013103305|46648|9490
1400000US04013103306|40994|4190
1400000US04013103400|68114|19964
1400000US04013103501|86765|18888
1400000US04013103502|90646|6779
1400000US04013103604|79516|18656
1400000US04013103605|138611|15825
1400000US04013103606|89611|10236
1400000US04013103607|96452|18119
1400000US04013103608|78125|18101
1400000US04013103609|46932|7199
1400000US04013103611|116087|13543
1400000US04013103612|61052|13290
1400000US04013103614|95216|29354
1400000US04013103615|43013|8809
1400000US04013103701|50887|14406
1400000US04013103702|84410|12722
1400000US04013103900|61278|12420
1400000US04013104000|43782|16243
1400000US04013104100|66063|15984
1400000US04013104202|91280|17383
1400000US04013104203|87266|15780
1400000US04013104204|74410|18577
1400000US04013104205|45096|18691
1400000US04013104206|72299|7788
1400000US04013104207|75545|17219
1400000US04013104212|73221|16187
1400000US04013104214|67092|7421
1400000US04013104215|76202|12229
1400000US04013104216|76146|12575
1400000US04013104217|58963|13560
1400000US04013104218|77552|15924
1400000US04013104219|67264|18544
1400000US04013104221|87903|9121
1400000US04013104222|84341|17967
1400000US04013104223|155461|20817
1400000US04013104224|74712|15229
1400000US04013104225|92632|19058
1400000US04013104226|61614|18977
1400000US04013104227|61304|30899
1400000US04013104301|62235|18221
1400000US04013104302|39844|13233
1400000US04013104401|35938|7424
1400000US04013104402|57972|15589
1400000US04013104501|42325|4700
1400000US04013104502|55000|20051
1400000US04013104600|53264|12544
1400000US04013104701|65783|14655
1400000US04013104702|40431|6664
1400000US04013104801|126094|31209
1400000US04013104802|69200|14806
1400000US04013104900|100688|18620
1400000US04013105002|202697|85914
1400000US04013105003|250001|-333333333
1400000US04013105004|221310|77491
1400000US04013105101|174844|23259
1400000US04013105102|103979|8523
1400000US04013105103|222000|57442
1400000US04013105200|77754|15312
1400000US04013105300|76096|22155
1400000US04013105400|127750|55229
1400000US04013105501|58015|10976
1400000US04013105502|47691|6265
1400000US04013105503|43731|4674
1400000US04013105601|64375|24929
1400000US04013105602|46625|8767
1400000US04013105701|62807|9854
1400000US04013105702|73036|14077
1400000US04013105800|77337|15910
1400000US04013105900|57037|17576
1400000US04013106001|41813|10080
1400000US04013106002|43974|3309
1400000US04013106003|58393|14252
1400000US04013106100|79858|8391
1400000US04013106200|199475|18511
1400000US04013106300|105571|16164
1400000US04013106400|85438|20165
1400000US04013106501|77071|11402
1400000US04013106502|64111|9422
1400000US04013106600|110811|31982
1400000US04013106701|41858|7632
1400000US04013106702|60787|21214
1400000US04013106703|98125|21158
1400000US04013106801|33402|3851
1400000US04013106802|72763|26373
1400000US04013106900|73250|24973
1400000US04013107001|52412|21875
1400000US04013107002|64704|18232
1400000US04013107101|82533|14874
1400000US04013107102|51851|11559
1400000US04013107201|-666666666|-222222222
1400000US04013107202|62230|11152
1400000US04013107300|47986|17608
1400000US04013107401|74625|38391
1400000US04013107402|40676|15092
1400000US04013107403|-666666666|-222222222
1400000US04013107404|19556|7499
1400000US04013107500|114719|23257
1400000US04013107601|47763|14448
1400000US04013107602|99265|19985
1400000US04013107700|88684|20161
1400000US04013107800|111576|28907
1400000US04013107900|104671|16991
1400000US04013108000|231667|68167
1400000US04013108100|96601|52936
1400000US04013108200|95781|32977
1400000US04013108301|136020|31409
1400000US04013108302|86151|21768
1400000US04013108400|81000|17790
1400000US04013108501|71085|6384
1400000US04013108502|113205|8955
1400000US04013108601|51164|23751
1400000US04013108602|57021|11086
1400000US04013108802|61667|15354
1400000US04013108901|69167|29321
1400000US04013108902|54429|4807
1400000US04013109001|45662|14691
1400000US04013109002|45288|11920
1400000US04013109003|43228|9034
1400000US04013109101|53781|14931
1400000US04013109102|63322|19739
1400000US04013109200|42045|5906
1400000US04013109300|78276|7870
1400000US04013109401|38190|7002
1400000US04013109402|62044|20245
1400000US04013109500|78182|23473
1400000US04013109601|47621|5901
1400000US04013109602|58079|13507
1400000US04013109603|74615|10449
1400000US04013109604|69766|18677
1400000US04013109702|59067|10123
1400000US04013109703|52042|5145
1400000US04013109704|47381|10370
1400000US04013109705|78618|10663
1400000US04013109706|53404|19876
1400000US04013109707|41687|3138
1400000US04013109801|45938|19597
1400000US04013109802|73447|13177
1400000US04013109900|61016|17851
1400000US04013110001|76426|13901
1400000US04013110002|62385|24510
1400000US04013110100|53750|4959
1400000US04013110400|56723|19002
1400000US04013110501|51977|4779
1400000US04013110502|67303|15335
1400000US04013110600|66228|11344
1400000US04013110701|59111|3886
1400000US04013110702|63611|17130
1400000US04013110801|61339|14015
1400000US04013110802|71827|21686
1400000US04013110901|53794|11069
1400000US04013110902|74864|4509
1400000US04013111000|100575|23773
1400000US04013111100|113217|25592
1400000US04013111201|50215|6462
1400000US04013111202|67744|8111
1400000US04013111203|50532|9016
1400000US04013111204|81553|8550
1400000US04013111300|70976|7896
1400000US04013111401|69970|9432
1400000US04013111402|47619|27020
1400000US04013111501|40682|23917
1400000US04013111502|52227|7195
1400000US04013111601|65600|9281
1400000US04013111602|54125|8653
1400000US04013111700|88542|11410
1400000US04013111800|89224|18567
1400000US04013111900|122155|30773
1400000US04013112100|54792|14724
1400000US04013112201|55677|11378
1400000US04013112202|32303|10989
1400000US04013112301|46167|22063
